Counterfeit_Weight,Active_Since,Medicine_MRP,SidEffect_Level,Availability_rating,Counterfeit_Sales,Area_Type_DownTown,Area_Type_MidTownResidential,Area_Type_CityLimits,Area_City_Type_Tier_3,Area_City_Type_Tier_2,Area_dist_level_Medium,Area_dist_level_Small,Area_dist_level_High,Medicine_Type_emb1,Medicine_Type_emb2,Medicine_Type_emb3,Active_Since_emb1,Active_Since_emb2,Active_Since_emb3,DistArea_ID_emb1,DistArea_ID_emb2,DistArea_ID_emb3
19.05,1996,249.6196,1,0.176548055,836.0588,0,1,0,1,0,0,0,0,7.7442684,-2.543369,3.1540496,-0.78594923,1.4671109,-1.9783245,-1.2443433,0.3080721,1.88968
10.3,1985,224.8534,1,0.094943273,3553.8544,1,0,0,1,0,0,0,1,-6.8066125,0.26004028,-6.550432,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
7.18,2002,112.099,0,0.043242184,628.995,1,0,0,0,1,0,1,0,-6.8066125,0.26004028,-6.550432,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
18.05,2002,50.2822,0,0.037848788,859.3618,1,0,0,0,1,0,1,0,-7.892474,-1.155915,0.14407927,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
15.65,2000,119.8228,1,0.030073332,1770.842,1,0,0,0,1,0,0,0,7.7442684,-2.543369,3.1540496,1.340862,1.957803,2.0810766,-0.4176228,-6.2425666,-0.5364022
18.4,1983,159.2392,1,0.0454701079999999,3841.48,0,0,1,1,0,1,0,0,-6.8066125,0.26004028,-6.550432,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
7.915,2005,209.0426,1,0.106913607,1299.4556,1,0,0,0,1,0,0,0,4.4865394,6.151414,-2.181885,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
20.65,2007,129.6098,1,0.0296791429999999,2041.1568,0,0,0,1,0,1,0,0,-6.8066125,0.26004028,-6.550432,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
16.45,2007,158.276,0,0.0794465209999999,845.38,0,0,0,1,0,1,0,0,-6.8066125,0.26004028,-6.550432,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
19.15,2000,159.405,1,0.07894351,4756.955,1,0,0,0,1,0,0,0,-6.8066125,0.26004028,-6.550432,1.340862,1.957803,2.0810766,-0.4176228,-6.2425666,-0.5364022
10.3,1995,45.219,1,0.051925251,589.047,1,0,0,0,0,0,1,0,-7.892474,-1.155915,0.14407927,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
13.9,1983,265.2356,0,0.086562475,8251.7392,0,0,1,1,0,1,0,0,4.4865394,6.151414,-2.181885,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
19.3,1997,89.6618,1,0.021554102,918.618,1,0,0,0,0,1,0,0,-1.5805874,4.5278683,3.4247236,-0.30706668,-1.2751906,-4.0188084,-2.7800827,-1.7669525,4.2437367
21.5,1983,198.1898,1,0.112428487,7409.5022,0,0,1,1,0,1,0,0,-0.74499774,5.5823555,-7.061555,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
16.4,2005,155.0786,0,0.1134230859999999,2713.6148,1,0,0,0,1,0,0,0,6.5537252,3.8583255,3.6543558,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
20.05,2005,222.0218,1,0.047501405,5883.4886,1,0,0,0,1,0,0,0,-0.74499774,5.5823555,-7.061555,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
15.95,1983,174.3552,1,0.095955719,5636.4768,0,0,1,1,0,1,0,0,-0.74499774,5.5823555,-7.0615544,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
11.8,1983,152.0154,0,0.03663057,538.4462,0,1,0,0,0,0,1,0,8.280236,-0.6002991,-5.0784025,1.9328918,-2.691388,-3.349833,-0.9496443,0.40935123,-0.69843507
13.45,1996,176.3184,1,0.049360676,443.2368,0,1,0,1,0,0,0,0,-3.280408,-6.3894043,-4.0814123,-0.78594923,1.4671109,-1.9783245,-1.2443433,0.3080721,1.88968
10.4,1997,183.9054,0,0.094794766,813.4216,1,0,0,0,0,1,0,0,-3.280408,-6.3894043,-4.0814123,-0.30706668,-1.2751906,-4.0188084,-2.7800827,-1.7669525,4.2437367
11.995,1995,71.7536,1,0.070792343,541.7752,1,0,0,0,0,0,1,0,6.5537252,3.8583255,3.6543558,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
15.6,2007,88.5302,1,0.039428924,667.6114,0,0,0,1,0,1,0,0,-6.8066125,0.26004028,-6.550432,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
8.535,2002,127.8492,1,0.089841095,2082.4364,1,0,0,0,1,0,1,0,-0.74499774,5.5823555,-7.061555,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
10.57,2007,158.305,1,0.075038986,1910.66,0,0,0,1,0,1,0,0,4.4865394,6.151414,-2.181885,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
10.995,1985,235.1404,0,0.141176489,3713.6464,1,0,0,1,0,0,0,1,-1.5805874,4.5278683,3.4247236,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
8.69,2002,151.847,1,0.133258245,2403.3520000000003,1,0,0,0,1,0,1,0,1.0359707,-1.9486315,7.0863557,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
20.55,2007,151.4496,0,0.047841089,395.2992,0,0,0,1,0,1,0,0,-3.43163,-6.391154,2.5352144,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
14.9,2002,166.0946,0,0.056646901,3584.4812,1,0,0,0,1,0,1,0,6.5537252,3.8583255,3.6543558,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
22.05,2002,117.4622,1,0.020551665,1806.7952,1,0,0,0,1,0,1,0,8.280236,-0.6002991,-5.0784025,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
19.55,2000,236.4062,1,0.0923794999999999,6884.186,1,0,0,0,1,0,0,0,-6.8066125,0.26004028,-6.550432,1.340862,1.957803,2.0810766,-0.4176228,-6.2425666,-0.5364022
9.085,2005,115.9306,1,0.153342195,740.1836,1,0,0,0,1,0,0,0,4.4865394,6.151414,-2.181885,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
10.195,2000,123.0544,1,0.137967595,3580.4864,1,0,0,0,1,0,0,0,-0.74499774,5.5823555,-7.061555,1.340862,1.957803,2.0810766,-0.4176228,-6.2425666,-0.5364022
19.0,2002,172.72099999999998,0,0.055468413,1581.089,1,0,0,0,1,0,1,0,-6.8066125,0.26004028,-6.550432,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
11.495,1983,56.0428,1,0.013,728.1992,0,0,1,1,0,1,0,0,8.280236,-0.6002991,-5.0784025,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
11.495,2002,119.5886,1,0.139359196,1447.2632,1,0,0,0,1,0,1,0,-3.43163,-6.391154,2.5352144,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
18.8,1983,183.3738,1,0.184417316,460.5476,0,1,0,0,0,0,1,0,-7.892474,-1.155915,0.14407927,1.9328918,-2.691388,-3.349833,-0.9496443,0.40935123,-0.69843507
10.245,1983,274.291,0,0.1002214969999999,9580.676,0,0,1,1,0,1,0,0,4.4865394,6.151414,-2.181885,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
7.085,1997,97.6856,0,0.066930934,991.856,1,0,0,0,0,1,0,0,6.5537252,3.8583255,3.6543558,-0.30706668,-1.2751906,-4.0188084,-2.7800827,-1.7669525,4.2437367
22.05,1996,160.8682,0,0.118994654,875.341,0,1,0,1,0,0,0,0,-2.985881,-0.3556211,3.3717196,-0.78594923,1.4671109,-1.9783245,-1.2443433,0.3080721,1.88968
10.23,1997,162.534,1,0.0414614529999999,5166.4220000000005,1,0,0,0,0,1,0,0,4.4865394,6.151414,-2.181885,-0.30706668,-1.2751906,-4.0188084,-2.7800827,-1.7669525,4.2437367
11.195,1983,269.0278,0,0.061426708,5579.8838,0,0,1,1,0,1,0,0,-6.8066125,0.26004028,-6.550432,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
12.9,2005,178.6474,0,0.170718931,4661.0798,1,0,0,0,1,0,0,0,-2.985881,-0.3556211,3.3717196,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
13.8,2005,101.7488,0,0.0952151869999999,1199.5856,1,0,0,0,1,0,0,0,6.5537252,3.8583255,3.6543558,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
16.3,2007,56.7744,1,0.071632705,656.2928,0,0,0,1,0,1,0,0,8.280236,-0.6002991,-5.0784025,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
11.995,1995,69.9904,1,0.066296868,1050.4464,1,0,0,0,0,0,1,0,-6.8066125,0.26004028,-6.550432,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
8.785,2002,119.3228,1,0.08211065,2655.0244,1,0,0,0,1,0,1,0,8.280236,-0.6002991,-5.0784025,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
12.4,1985,162.1366,1,0.072797172,1170.9562,1,0,0,1,0,0,0,1,6.5537252,3.8583255,3.6543558,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
19.15,2005,199.4188,1,0.051040837,3350.1196,1,0,0,0,1,0,0,0,-7.892474,-1.155915,0.14407927,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
10.275,1995,113.699,0,0.022058845,2692.975,1,0,0,0,0,0,1,0,-3.43163,-6.391154,2.5352144,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
8.085,1985,51.5112,0,0.054947547,922.6128,1,0,0,1,0,0,0,1,3.5103364,-7.3870306,-4.3397193,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
14.95,2007,270.0936,0,0.093968973,2722.936,0,0,0,1,0,1,0,0,-6.8066125,0.26004028,-6.550432,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
12.3,1985,112.2358,1,0.06789331,1218.8938,1,0,0,1,0,0,0,1,7.7442684,-2.543369,3.1540496,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
22.05,2005,156.9734,1,0.038272781,558.4202,1,0,0,0,1,0,0,0,7.7442684,-2.543369,3.1540496,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
18.0,1997,120.4886,1,0.035099982,1447.2632,1,0,0,0,0,1,0,0,4.4865394,6.151414,-2.181885,-0.30706668,-1.2751906,-4.0188084,-2.7800827,-1.7669525,4.2437367
19.0,2002,139.4678,1,0.063929429,1893.3492,1,0,0,0,1,0,1,0,-0.74499774,5.5823555,-7.061555,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
19.05,2000,252.4196,1,0.110909084,4210.3332,1,0,0,0,1,0,0,0,7.7442684,-2.543369,3.1540496,1.340862,1.957803,2.0810766,-0.4176228,-6.2425666,-0.5364022
15.3,1983,153.8786,0,0.042578726,3869.4436,0,0,1,1,0,1,0,0,4.4865394,6.151414,-2.181885,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
17.15,1983,49.1506,1,0.150539574,150.9506,0,1,0,0,0,0,1,0,-3.43163,-6.391154,2.5352144,1.9328918,-2.691388,-3.349833,-0.9496443,0.40935123,-0.69843507
8.81,2000,122.7544,1,0.117023565,2126.3792,1,0,0,0,1,0,0,0,8.280236,-0.6002991,-5.0784025,1.340862,1.957803,2.0810766,-0.4176228,-6.2425666,-0.5364022
10.6,2002,258.8092,1,0.02901936,6587.2392,1,0,0,0,1,0,1,0,4.4865394,6.151414,-2.181885,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
14.8,1985,155.6102,0,0.172587755,842.051,1,0,0,1,0,0,0,1,6.5537252,3.8583255,3.6543558,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
20.55,2000,152.2496,0,0.047770109,1101.0472,1,0,0,0,1,0,0,0,-3.43163,-6.391154,2.5352144,1.340862,1.957803,2.0810766,-0.4176228,-6.2425666,-0.5364022
15.4,2005,150.5496,1,0.103185027,2794.8424,1,0,0,0,1,0,0,0,-3.43163,-6.391154,2.5352144,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
20.0,2002,161.8682,1,0.059079558,2095.0866,1,0,0,0,1,0,1,0,7.7442684,-2.543369,3.1540496,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
12.195,1996,205.1794,1,0.121253944,698.2382,0,1,0,1,0,0,0,0,6.5537252,3.8583255,3.6543558,-0.78594923,1.4671109,-1.9783245,-1.2443433,0.3080721,1.88968
19.05,2007,267.7672,1,0.043559583,3948.008,0,0,0,1,0,1,0,0,4.4865394,6.151414,-2.181885,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
7.145,2002,223.5218,0,0.117998144,7379.5412,1,0,0,0,1,0,1,0,-6.8066125,0.26004028,-6.550432,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
13.45,2007,128.815,1,0.013,1511.18,0,0,0,1,0,1,0,0,-0.74499774,5.5823555,-7.061555,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
19.0,1985,194.7924,0,0.14798355,3259.5708,1,0,0,1,0,0,0,1,-5.694707,6.263188,-2.2807324,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
7.66,1983,173.2526,1,0.023467749,935.263,0,1,0,0,0,0,1,0,-0.74499774,5.5823555,-7.061555,1.9328918,-2.691388,-3.349833,-0.9496443,0.40935123,-0.69843507
22.0,1995,47.6506,1,0.06175891,947.9132,1,0,0,0,0,0,1,0,6.5537252,3.8583255,3.6543558,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
7.33,1983,187.2028,1,0.0527512359999999,821.4112,0,1,0,0,0,0,1,0,4.4865394,6.151414,-2.181885,1.9328918,-2.691388,-3.349833,-0.9496443,0.40935123,-0.69843507
7.285,1985,196.8924,1,0.018661669,2704.2936,1,0,0,1,0,0,0,1,-1.5805874,4.5278683,3.4247236,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
11.6,2002,111.3042,1,0.040310252,1402.6546,1,0,0,0,1,0,1,0,6.5537252,3.8583255,3.6543558,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
8.22,1997,103.4804,0,0.1441284669999999,1674.9668,1,0,0,0,0,1,0,0,-2.985881,-0.3556211,3.3717196,-0.30706668,-1.2751906,-4.0188084,-2.7800827,-1.7669525,4.2437367
17.5,2000,201.1162,1,0.063442528,2806.8268,1,0,0,0,1,0,0,0,-0.74499774,5.5823555,-7.061555,1.340862,1.957803,2.0810766,-0.4176228,-6.2425666,-0.5364022
18.5,1983,174.8184,0,0.024953902,2920.0128,0,0,1,1,0,1,0,0,-3.43163,-6.391154,2.5352144,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
8.455,2005,45.5874,0,0.1821377069999999,501.1614,1,0,0,0,1,0,0,0,-3.280408,-6.3894043,-4.0814123,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
6.56,2007,175.7868,0,0.054942549,2406.0152,0,0,0,1,0,1,0,0,-1.5805874,4.5278683,3.4247236,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
11.3,1996,151.918,1,0.089755106,252.818,0,1,0,1,0,0,0,0,-6.8066125,0.26004028,-6.550432,-0.78594923,1.4671109,-1.9783245,-1.2443433,0.3080721,1.88968
13.45,2007,44.6532,1,0.075541552,364.6724,0,0,0,1,0,1,0,0,-5.694707,6.263187,-2.2807322,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
10.8,1983,262.8724,1,0.086985248,3384.7412,0,0,1,1,0,1,0,0,8.280236,-0.6002991,-5.0784025,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
12.1,1983,161.1024,1,0.073805497,3452.6528,0,0,1,1,0,1,0,0,-7.892474,-1.155915,0.14407927,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
12.3,1985,232.3798,0,0.1460348159999999,2977.9374,1,0,0,1,0,0,0,1,-3.43163,-6.391154,2.5352144,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
17.15,1983,226.4166,1,0.133986139,548.4332,0,1,0,0,0,0,1,0,-3.280408,-6.3894043,-4.0814123,1.9328918,-2.691388,-3.349833,-0.9496443,0.40935123,-0.69843507
13.6,1995,201.153,1,0.065502049,4477.319,1,0,0,0,0,0,1,0,-0.74499774,5.5823555,-7.061555,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
17.0,1985,69.5562,1,0.1735293219999999,409.281,1,0,0,1,0,0,0,1,-0.74499774,5.5823555,-7.061555,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
17.15,2007,49.7164,1,0.056410693,267.4656,0,0,0,1,0,1,0,0,-5.694707,6.263188,-2.2807324,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
15.4,1997,207.0084,1,0.079979957,3287.5344,1,0,0,0,0,1,0,0,8.280236,-0.6002991,-5.0784025,-0.30706668,-1.2751906,-4.0188084,-2.7800827,-1.7669525,4.2437367
12.95,1995,123.686,1,0.046858187,2716.278,1,0,0,0,0,0,1,0,-4.039393,2.86783,0.572291,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
16.65,1997,48.719,1,0.02704119,589.047,1,0,0,0,0,1,0,0,-6.8066125,0.26004028,-6.550432,-0.30706668,-1.2751906,-4.0188084,-2.7800827,-1.7669525,4.2437367
16.5,1996,59.4034,1,0.033280476,307.4136,0,1,0,1,0,0,0,0,7.7442684,-2.543369,3.1540496,-0.78594923,1.4671109,-1.9783245,-1.2443433,0.3080721,1.88968
18.05,1983,166.563,1,0.117348025,4963.353,0,0,1,1,0,1,0,0,8.280236,-0.6002991,-5.0784025,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
16.65,2002,155.347,1,0.028673267,2832.793,1,0,0,0,1,0,1,0,1.0359707,-1.9486315,7.0863557,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
21.5,1997,165.43400000000003,1,0.0248384639999999,2716.278,1,0,0,0,0,1,0,0,-0.74499774,5.5823555,-7.061555,-0.30706668,-1.2751906,-4.0188084,-2.7800827,-1.7669525,4.2437367
9.085,1995,115.9306,1,0.152552827,531.1224,1,0,0,0,0,0,1,0,4.4865394,6.151414,-2.181885,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
18.3,2005,275.9884,0,0.153311123,2762.884,1,0,0,0,1,0,0,0,-3.43163,-6.391154,2.5352144,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
21.65,1983,128.0466,1,0.066795154,1527.1592,0,0,1,1,0,1,0,0,8.280236,-0.6002991,-5.0784025,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
20.15,2005,168.7578,1,0.150972993,1557.1202,1,0,0,0,1,0,0,0,2.2555368,-6.6267414,1.7681491,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
18.4,2002,124.886,1,0.080141355,3055.836,1,0,0,0,1,0,1,0,-0.74499774,5.5823555,-7.061555,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
6.7,1983,174.9526,1,0.0972453559999999,770.8104,0,1,0,0,0,0,1,0,7.7442684,-2.543369,3.1540496,1.9328918,-2.691388,-3.349833,-0.9496443,0.40935123,-0.69843507
21.3,2007,136.1678,0,0.064702257,876.0068,0,0,0,1,0,1,0,0,-6.8066125,0.26004028,-6.550432,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
16.65,1995,201.4504,0,0.126217223,1838.7536,1,0,0,0,0,0,1,0,6.5537252,3.8583255,3.6543558,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
16.3,1997,55.506,1,0.077241345,905.302,1,0,0,0,0,1,0,0,2.2555368,-6.6267414,1.7681491,-0.30706668,-1.2751906,-4.0188084,-2.7800827,-1.7669525,4.2437367
9.875,1983,117.928,1,0.054821227,326.056,0,1,0,0,0,0,1,0,-7.892474,-1.155915,0.14407927,1.9328918,-2.691388,-3.349833,-0.9496443,0.40935123,-0.69843507
16.3,2002,57.5744,1,0.013,792.1160000000001,1,0,0,0,1,0,1,0,8.280236,-0.6002991,-5.0784025,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
19.3,1995,128.8124,1,0.137452048,1416.6364,1,0,0,0,0,0,1,0,-6.8066125,0.26004028,-6.550432,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
11.9,2005,50.9454,1,0.02415195,280.7816,1,0,0,0,1,0,0,0,-3.280408,-6.3894043,-4.0814123,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
6.455,1997,257.5776,1,0.096327693,6057.2624,1,0,0,0,0,1,0,0,-6.8066125,0.26004028,-6.550432,-0.30706668,-1.2751906,-4.0188084,-2.7800827,-1.7669525,4.2437367
19.15,2002,270.5936,0,0.033942867,4288.8976,1,0,0,0,1,0,1,0,3.5103364,-7.3870306,-4.3397183,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
11.6,1983,198.653,0,0.071542509,4477.319,0,0,1,1,0,1,0,0,6.5537252,3.8583255,3.6543558,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
12.65,1985,111.3016,0,0.057945123,2744.2416,1,0,0,1,0,0,0,1,8.280236,-0.6002991,-5.0784025,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
19.3,2000,130.6124,1,0.13770444,2838.7852,1,0,0,0,1,0,0,0,-6.8066134,0.26004028,-6.550433,1.340862,1.9578032,2.0810766,-0.41762286,-6.2425666,-0.5364022
20.55,1995,42.7558,1,0.121030434,214.8674,1,0,0,0,0,0,1,0,-0.74499774,5.5823555,-7.0615544,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
17.3,1985,222.9902,1,0.112053537,750.1706,1,0,0,1,0,0,0,1,-0.74499774,5.5823555,-7.061555,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
10.3,1983,46.319,1,0.081153091,186.238,0,1,0,0,0,0,1,0,-7.892474,-1.155915,0.14407927,1.9328918,-2.691388,-3.349833,-0.9496443,0.40935123,-0.69843507
7.74,2000,110.17,1,0.013,1611.05,1,0,0,0,1,0,0,0,-3.280408,-6.3894043,-4.0814123,1.340862,1.957803,2.0810766,-0.4176228,-6.2425666,-0.5364022
11.4,1995,210.5084,1,0.067630834,1700.2672,1,0,0,0,0,0,1,0,7.7442684,-2.543369,3.1540496,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
18.5,2007,170.9578,1,0.169935553,2038.4936,0,0,0,1,0,1,0,0,3.5103364,-7.3870306,-4.3397183,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
19.55,2007,166.16299999999998,0,0.184523928,2459.945,0,0,0,1,0,1,0,0,4.4865394,6.151414,-2.181885,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
15.3,1996,151.0812,0,0.1889919289999999,255.4812,0,1,0,1,0,0,0,0,-6.8066125,0.26004028,-6.550432,-0.78594923,1.4671109,-1.9783245,-1.2443433,0.3080721,1.88968
16.9,1983,73.2194,0,0.1116636519999999,2218.2596,0,0,1,1,0,1,0,0,4.4865394,6.151414,-2.181885,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
19.0,2007,177.9474,1,0.025593467,3987.2902,0,0,0,1,0,1,0,0,-0.74499774,5.5823555,-7.061555,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
14.4,2002,184.5054,1,0.050574137,3790.2134,1,0,0,0,1,0,1,0,6.5537252,3.8583255,3.6543558,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
7.97,1997,143.3626,0,0.013,1686.9512,1,0,0,0,0,1,0,0,8.280236,-0.6002991,-5.0784025,-0.30706668,-1.2751906,-4.0188084,-2.7800827,-1.7669525,4.2437367
7.08,2002,274.3568,0,0.087135053,2222.2544,1,0,0,0,1,0,1,0,8.280236,-0.6002991,-5.0784025,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
20.9,1995,60.2376,0,0.054571557,736.1888,1,0,0,0,0,0,1,0,-6.8066125,0.26004028,-6.550432,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
9.195,1985,111.0332,0,0.107488485,1343.3984,1,0,0,1,0,0,0,1,-2.985881,-0.3556211,3.3717196,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
10.285,1995,139.131,0,0.0708271009999999,1541.141,1,0,0,0,0,0,1,0,-6.8066125,0.26004028,-6.550432,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
16.4,2005,101.883,1,0.089505799,652.298,1,0,0,0,1,0,0,0,-1.5805874,4.5278683,3.4247236,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
13.45,2005,133.8046,0,0.055552418,1856.0644,1,0,0,0,1,0,0,0,-3.43163,-6.391154,2.5352144,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
14.15,1995,206.9768,1,0.046220169,2872.0752,1,0,0,0,0,0,1,0,6.5537252,3.8583255,3.6543558,1.0012974,-1.1610682,-0.7432307,-0.16605747,1.4687322,0.4057746
10.4,2002,134.9362,1,0.187085625,2503.8878,1,0,0,0,1,0,1,0,-1.5805874,4.5278683,3.4247236,-1.9164728,2.9293094,0.31330356,-5.173937,-5.5131493,0.4683228
10.495,2007,87.7644,0,0.064827123,1527.1592,0,0,0,1,0,1,0,0,-1.5805874,4.5278683,3.4247236,-2.1401,0.10898185,-3.8791368,1.9970591,0.7128971,-0.36974487
20.3,1997,115.8622,1,0.125097433,2018.5196,1,0,0,0,0,1,0,0,-6.8066125,0.26004028,-6.550432,-0.30706668,-1.2751906,-4.0188084,-2.7800827,-1.7669525,4.2437367
7.245,2005,139.2652,1,0.013,1921.3128,1,0,0,0,1,0,0,0,-0.74499774,5.5823555,-7.061555,2.1504216,0.25559276,0.43537644,-3.4934268,-2.966176,-3.2194483
16.4,1997,100.083,1,0.089193763,2360.075,1,0,0,0,0,1,0,0,-1.5805874,4.5278683,3.4247236,-0.30706668,-1.2751906,-4.0188084,-2.7800827,-1.7669525,4.2437367
12.3,1983,230.6798,0,0.145500853,5402.1152,0,0,1,1,0,1,0,0,-3.43163,-6.391154,2.5352144,1.9328918,-2.691388,-3.349833,1.619034,-3.5405521,-4.7898126
10.27,1985,64.9956,1,0.105937216,877.3384,1,0,0,1,0,0,0,1,-0.74499774,5.5823555,-7.061555,-0.13457668,3.735938,2.4147909,4.0118995,-1.7153711,-0.18168923
